,train,test
2,0.935483870967742,0.8215636822194199
3,0.967741935483871,0.8215636822194199
4,0.9806451612903226,0.8215636822194199
5,0.9806451612903226,0.8215636822194199
6,0.9806451612903226,0.8215636822194199
7,0.9806451612903226,0.8215636822194199
8,0.9806451612903226,0.8215636822194199
9,0.9806451612903226,0.8215636822194199
10,0.9806451612903226,0.8215636822194199
11,0.9806451612903226,0.8215636822194199
12,0.9806451612903226,0.8215636822194199
13,0.9806451612903226,0.8215636822194199
14,0.9806451612903226,0.8215636822194199
15,0.9806451612903226,0.8215636822194199
16,0.9806451612903226,0.8215636822194199
17,0.9806451612903226,0.8215636822194199
18,0.9806451612903226,0.8215636822194199
19,0.9806451612903226,0.8215636822194199
20,0.9806451612903226,0.8215636822194199
21,0.9806451612903226,0.8215636822194199
22,0.9806451612903226,0.8215636822194199
23,0.9806451612903226,0.8215636822194199
24,0.9806451612903226,0.8215636822194199
25,0.9806451612903226,0.8215636822194199
26,0.9806451612903226,0.8215636822194199
27,0.9806451612903226,0.8215636822194199
28,0.9806451612903226,0.8215636822194199
29,0.9806451612903226,0.8215636822194199
30,0.9806451612903226,0.8215636822194199
31,0.9806451612903226,0.8215636822194199
32,0.9806451612903226,0.8215636822194199
33,0.9806451612903226,0.8215636822194199
34,0.9806451612903226,0.8215636822194199
35,0.9806451612903226,0.8215636822194199
36,0.9806451612903226,0.8215636822194199
37,0.9806451612903226,0.8215636822194199
38,0.9806451612903226,0.8215636822194199
39,0.9806451612903226,0.8215636822194199
40,0.9806451612903226,0.8215636822194199
41,0.9806451612903226,0.8215636822194199
42,0.9806451612903226,0.8215636822194199
43,0.9806451612903226,0.8215636822194199
44,0.9806451612903226,0.8215636822194199
45,0.9806451612903226,0.8215636822194199
46,0.9806451612903226,0.8215636822194199
47,0.9806451612903226,0.8215636822194199
48,0.9806451612903226,0.8215636822194199
49,0.9806451612903226,0.8215636822194199
50,0.9806451612903226,0.8215636822194199
51,0.9806451612903226,0.8215636822194199
52,0.9806451612903226,0.8215636822194199
53,0.9806451612903226,0.8215636822194199
54,0.9806451612903226,0.8215636822194199
55,0.9806451612903226,0.8215636822194199
56,0.9806451612903226,0.8215636822194199
57,0.9806451612903226,0.8215636822194199
58,0.9806451612903226,0.8215636822194199
59,0.9806451612903226,0.8215636822194199
60,0.9806451612903226,0.8215636822194199
61,0.9806451612903226,0.8215636822194199
62,0.9806451612903226,0.8215636822194199
63,0.9806451612903226,0.8215636822194199
64,0.9806451612903226,0.8215636822194199
65,0.9806451612903226,0.8215636822194199
66,0.9806451612903226,0.8215636822194199
67,0.9806451612903226,0.8215636822194199
68,0.9806451612903226,0.8215636822194199
69,0.9806451612903226,0.8215636822194199
70,0.9806451612903226,0.8215636822194199
71,0.9806451612903226,0.8215636822194199
72,0.9806451612903226,0.8215636822194199
73,0.9806451612903226,0.8215636822194199
74,0.9806451612903226,0.8215636822194199
75,0.9806451612903226,0.8215636822194199
76,0.9806451612903226,0.8215636822194199
77,0.9806451612903226,0.8215636822194199
78,0.9806451612903226,0.8215636822194199
79,0.9806451612903226,0.8215636822194199
80,0.9806451612903226,0.8215636822194199
81,0.9806451612903226,0.8215636822194199
82,0.9806451612903226,0.8215636822194199
83,0.9806451612903226,0.8215636822194199
84,0.9806451612903226,0.8215636822194199
85,0.9806451612903226,0.8215636822194199
86,0.9806451612903226,0.8215636822194199
87,0.9806451612903226,0.8215636822194199
88,0.9806451612903226,0.8215636822194199
89,0.9806451612903226,0.8215636822194199
90,0.9806451612903226,0.8215636822194199
91,0.9806451612903226,0.8215636822194199
92,0.9806451612903226,0.8215636822194199
93,0.9806451612903226,0.8215636822194199
94,0.9806451612903226,0.8215636822194199
95,0.9806451612903226,0.8215636822194199
96,0.9806451612903226,0.8215636822194199
97,0.9806451612903226,0.8215636822194199
98,0.9806451612903226,0.8215636822194199
99,0.9806451612903226,0.8215636822194199
100,0.9806451612903226,0.8215636822194199
101,0.9806451612903226,0.8215636822194199
102,0.9806451612903226,0.8215636822194199
103,0.9806451612903226,0.8215636822194199
104,0.9806451612903226,0.8215636822194199
105,0.9806451612903226,0.8215636822194199
106,0.9806451612903226,0.8215636822194199
107,0.9806451612903226,0.8215636822194199
108,0.9806451612903226,0.8215636822194199
109,0.9806451612903226,0.8215636822194199
110,0.9806451612903226,0.8215636822194199
111,0.9806451612903226,0.8215636822194199
112,0.9806451612903226,0.8215636822194199
113,0.9806451612903226,0.8215636822194199
114,0.9806451612903226,0.8215636822194199
115,0.9806451612903226,0.8215636822194199
